	SRR521207	SRR515153	SRR521174	SRR518987	SRR521180	SRR521181	SRR521183	SRR521188	SRR521191	SRR521194	SRR521211	SRR521212	SRR521213	SRR521214	SRR521235	SRR521190	SRR521196	SRR521177	SRR521198	SRR521185	SRR521225	SRR521215	SRR521221	SRR521242	SRR521203	SRR521219	SRR521197	SRR521227	SRR521247	SRR521172	SRR521173	SRR521232	SRR521220	SRR521259	SRR521244	SRR521176	SRR521195	SRR521209	SRR521192	SRR521189	SRR521175	SRR521200	SRR521251	SRR521253	SRR521216	SRR521230	SRR521234	SRR521236	SRR521239	SRR521241	SRR521243	SRR521249	SRR521258	SRR521264	SRR521265	SRR521222	SRR521182	SRR521187	SRR521205	SRR521226	SRR521250	SRR521199	SRR521233	SRR521245	SRR521179	SRR521237	SRR521204	SRR521184	SRR521255	SRR521178	SRR521186	SRR521252	SRR521217	SRR521246	SRR521193	SRR521202	SRR521224	SRR521257	SRR521208	SRR521223	SRR521256	SRR521231	SRR521248	SRR521240	SRR521238	SRR521260	SRR521262	SRR521229	SRR521254	SRR521261	SRR521201	SRR521206	SRR521263
SRR521215	0.1506189125	0.2997005375	0.3303840125	0.2871655625	0.179142575	0.2381869375	0.26727465	0.226687925	0.1425377625	0.3185561375	0.1740782625	0.2143302	0.2126869875	0.283261875	0.3355303375	0.211794225	0.2009953875	0.28788385	0.20167285	0.2447920875	0.0652252	0.0	0.0995735875	0.4289348875	0.2511203625	0.1993277125	0.1914292875	0.12702965	0.4559900375	0.2286774625	0.1584943	0.4658759	0.1642708875	0.4983941125	0.4942828375	0.139273575	0.1954259	0.4721382125	0.3964825375	0.1196627375	0.192011675	0.2592636	0.4538586875	0.4517751625	0.449862	0.194218825	0.5370118375	0.439378575	0.4492592	0.448216825	0.436388175	0.3602851125	0.49617555	0.37117365	0.4755941	0.2253301625	0.21859085	0.33652685	0.1210983625	0.1239448125	0.3296748375	0.222892025	0.3321599375	0.3879858375	0.3654714625	0.4749298	0.50175065	0.3347161125	0.4178646625	0.282750875	0.2814191125	0.2790837875	0.529290225	0.462800025	0.232693875	0.4855878625	0.5068464	0.422383575	0.474373025	0.4906456625	0.4447545625	0.5116134875	0.5014441875	0.5288251125	0.5122366875	0.4857120625	0.488963475	0.503619225	0.3606675125	0.4997755	0.5087463625	0.4900486	0.3652824
SRR521221	0.1851807	0.24607005	0.270057875	0.2333593	0.1281970875	0.2715369	0.2115812625	0.1697508375	0.104838375	0.26312715	0.128046275	0.1651012625	0.2368368	0.2284149125	0.2855755	0.1536650375	0.145889275	0.2297160125	0.1519328375	0.190231175	0.0960092875	0.0995735875	0.0	0.38672675	0.1981806	0.1537338	0.1316374	0.1658542875	0.409288925	0.179443075	0.1071563625	0.4166705125	0.18089175	0.44429645	0.4394184	0.1017841125	0.1471006625	0.42248225	0.337681525	0.145555875	0.1343576375	0.2047250125	0.4022009	0.404248175	0.4117950125	0.2015027625	0.48356635	0.3919629875	0.4050407625	0.4046640625	0.3845844375	0.319967075	0.4511053625	0.3263646625	0.4216836875	0.17415485	0.1637749375	0.2842191875	0.152615625	0.127031225	0.272121675	0.1697044125	0.28935705	0.337387375	0.307642275	0.4252283125	0.4520962125	0.2809346	0.37253145	0.2291731125	0.22344165	0.2322542	0.4732165875	0.4110526625	0.1799913625	0.436318325	0.4594213375	0.3804687875	0.4280448625	0.4412236	0.393984075	0.460001125	0.44882185	0.473038725	0.46303275	0.4340187	0.4443178625	0.4463096875	0.31367475	0.4518127625	0.4541765	0.4458367625	0.3173347875
SRR521242	0.493213375	0.2312049	0.2247066	0.24489295	0.3891355625	0.596678225	0.2708404125	0.3239302125	0.410645875	0.2273812	0.3092218	0.3401648625	0.5261606	0.2938492125	0.189998375	0.3430147375	0.3472078	0.2591507625	0.3687535375	0.29709715	0.4287739625	0.4289348875	0.38672675	0.0	0.296758325	0.36263125	0.34251085	0.4804946125	0.16265675	0.29210335	0.3904706625	0.1925002375	0.4693406	0.245313575	0.248536625	0.4118923125	0.3507596875	0.1840746	0.2606784	0.4564662	0.3646401375	0.2893441625	0.218870825	0.174340425	0.1260170875	0.3398397375	0.2542867	0.1671598125	0.2014746375	0.1572035125	0.2100888875	0.173718875	0.2417054125	0.1506148375	0.2327956625	0.356483125	0.3165114125	0.2287544375	0.459031175	0.446724325	0.2259817	0.3229746625	0.227864525	0.18674255	0.2261614	0.2009032125	0.2207719375	0.251682775	0.0836461	0.2701657875	0.2701729	0.248519825	0.3051957125	0.1595492875	0.3071157125	0.2415653	0.2380513875	0.1502794625	0.1795335875	0.19514745	0.179909075	0.24232715	0.248587425	0.289863275	0.26252165	0.245345175	0.2057327625	0.2524538625	0.158109425	0.2216583125	0.254340275	0.2263400375	0.1379654625
SRR521203	0.298209325	0.135869675	0.164504625	0.13108735	0.1563964625	0.3950926	0.1074748875	0.1157733875	0.215486425	0.159223225	0.13418915	0.0818444125	0.303398275	0.0860202125	0.19940385	0.1228092375	0.124310325	0.1174042875	0.1464551875	0.0749891	0.2429701625	0.2511203625	0.1981806	0.296758325	0.0	0.1174139	0.127963525	0.2789235375	0.312347925	0.094549425	0.1847606875	0.3381690125	0.238755275	0.3486636	0.33748745	0.2048453625	0.1441471625	0.33057565	0.22603765	0.238419475	0.1459563625	0.1120550875	0.303501275	0.313397425	0.3259532375	0.2845227375	0.38087875	0.2959938625	0.3112083625	0.3148762625	0.2920695125	0.29256895	0.3587742375	0.2344873125	0.3278157125	0.13754925	0.1152442875	0.1444131375	0.2578664	0.22911075	0.16903135	0.1141851625	0.327324375	0.234105025	0.193397325	0.3360627875	0.3540287375	0.171168275	0.267897625	0.1190529875	0.12641975	0.2086564	0.3586738625	0.3061908625	0.1108009625	0.352060775	0.3668007375	0.2899087375	0.3379599875	0.3457538	0.2951985	0.37285025	0.351289475	0.3551324	0.361987775	0.34781945	0.3519941625	0.3340511125	0.230744475	0.3580889875	0.351634925	0.3539670375	0.2228679875
SRR521219	0.242223025	0.2204345	0.250984775	0.210233225	0.1136857875	0.337376225	0.1898406125	0.1530389625	0.162134925	0.2270415	0.14909785	0.0765510625	0.2428517	0.1583857625	0.249249325	0.1279493375	0.11923435	0.2023440125	0.1151363375	0.155000775	0.1845514875	0.1993277125	0.1537338	0.36263125	0.1174139	0.0	0.119678425	0.2201661875	0.38822545	0.15150175	0.1313137875	0.4202891375	0.179484	0.42733655	0.420036575	0.1533421375	0.1261633625	0.40163705	0.30920755	0.183475575	0.1153798375	0.1891501375	0.38672985	0.39495035	0.3930522625	0.2353964375	0.46334725	0.3680768625	0.3915803625	0.3870209375	0.3727060125	0.301129475	0.4367305125	0.3144038875	0.4142302375	0.11909885	0.1407316625	0.2189613875	0.2031171	0.17987895	0.251987575	0.1505047875	0.299863525	0.315828575	0.2759689	0.4171001375	0.4254113375	0.254074675	0.335560825	0.2025458875	0.206078575	0.201253525	0.4486141375	0.3738809125	0.1685065125	0.4305115	0.4461731625	0.3625693625	0.4054143125	0.412449425	0.3695992	0.452115	0.440206175	0.4413915	0.4448036	0.431201125	0.4326126125	0.4122325375	0.296917325	0.4376633875	0.430307625	0.4325865625	0.3005276375
SRR521197	0.242041325	0.16622995	0.186777975	0.1632007	0.1083488125	0.3332343	0.1219230375	0.0886593875	0.14697715	0.187806075	0.101071875	0.0992249625	0.281050825	0.1668516375	0.235080275	0.0736952375	0.075059975	0.1513960625	0.0939299625	0.1167289	0.1834050125	0.1914292875	0.1316374	0.34251085	0.127963525	0.119678425	0.0	0.2127983375	0.353440925	0.112867	0.1152164375	0.3740650125	0.21927655	0.38404985	0.371507025	0.1372266125	0.0884325875	0.372536175	0.26605315	0.1876208	0.0832441125	0.1195544375	0.35502815	0.3547907	0.3666377875	0.2317657875	0.4224177	0.3348193125	0.3568852875	0.3535442875	0.3220074375	0.287157275	0.3948741125	0.2689609875	0.3638000375	0.128150575	0.1002044625	0.2094557375	0.20033045	0.159960325	0.1931576	0.1031385625	0.311677725	0.293798425	0.22212915	0.3711922375	0.3956636875	0.20719675	0.32144435	0.1571912625	0.14751665	0.201903425	0.3982787875	0.3535708375	0.1266864375	0.388590675	0.4024882125	0.3290343625	0.3789205375	0.387102825	0.3472047	0.4066708	0.390545525	0.39918775	0.397975625	0.3803345	0.3893438625	0.3703440375	0.2704613	0.3928511875	0.38868465	0.3974918625	0.2644594375
SRR521227	0.0833012875	0.3294498125	0.3584425125	0.3135123125	0.1999387	0.1936932375	0.29858085	0.24943295	0.1463663125	0.3408052125	0.2410516125	0.2431433	0.1613393875	0.296439275	0.3731378875	0.225138875	0.2149735375	0.31206445	0.205286275	0.2592336125	0.126302625	0.12702965	0.1658542875	0.4804946125	0.2789235375	0.2201661875	0.2127983375	0.0	0.5036447625	0.2511816625	0.159959275	0.523027475	0.1533430625	0.5354680625	0.5363281125	0.147846525	0.205669325	0.5247118625	0.4290751875	0.1131671375	0.200111075	0.282087625	0.5108787625	0.4997890125	0.50789465	0.2082121	0.5751443375	0.488618775	0.489534825	0.497939675	0.468651625	0.4127581375	0.5527416	0.4190255	0.522540925	0.2295255125	0.237660125	0.353152275	0.0893198875	0.1037837625	0.3559969875	0.235884575	0.3852791625	0.4448039125	0.3940593875	0.51645755	0.54757145	0.3627540375	0.4696026125	0.3063333	0.3036183375	0.3273221375	0.567829125	0.5042328	0.262418675	0.5433464875	0.555602525	0.478223675	0.5274179	0.5379731125	0.5000254875	0.5590414625	0.5493402625	0.5661257125	0.5606133625	0.5373980375	0.53330245	0.53375565	0.4203386125	0.54454655	0.5471345875	0.54587215	0.41116385
SRR521247	0.51476765	0.24592915	0.230610125	0.2612229	0.4069323625	0.618145075	0.2842500875	0.3400700625	0.429846275	0.244313225	0.33235405	0.3602204875	0.54386025	0.3095124375	0.266531625	0.3643652125	0.36944155	0.2762781375	0.3897836375	0.31452035	0.4545319625	0.4559900375	0.409288925	0.16265675	0.312347925	0.38822545	0.353440925	0.5036447625	0.0	0.30801895	0.4099216375	0.1119574125	0.4903502	0.155398375	0.1538305	0.4365259625	0.3713447375	0.09950865	0.20849635	0.47617095	0.3860165125	0.2996498875	0.117585575	0.08745255	0.1001681875	0.4250785625	0.159401675	0.0593728125	0.1167651625	0.0487560125	0.1161483625	0.300773275	0.1308417125	0.1589195625	0.1426171125	0.3704279	0.3388335375	0.2351399875	0.4772322	0.465045925	0.23175885	0.3473034875	0.34172395	0.130762	0.1942256	0.0885259875	0.1316791875	0.264078425	0.1620312	0.2905963625	0.283782525	0.31511435	0.2044100625	0.0992937875	0.3246682125	0.143468225	0.1398755625	0.0952620375	0.1003010375	0.12258195	0.078623525	0.150450225	0.14773325	0.1987069	0.1661101	0.150551	0.1150830375	0.1551481375	0.2053143	0.1315065375	0.157702775	0.1297463625	0.1683663375
SRR521172	0.27395395	0.13011685	0.175825175	0.1206427	0.1633354125	0.372596	0.1096878375	0.1003978125	0.185270525	0.1361335	0.10769525	0.1163510625	0.3096836	0.1178413375	0.1908811	0.1106077125	0.11402325	0.1332314875	0.1250142125	0.083464925	0.2151878875	0.2286774625	0.179443075	0.29210335	0.094549425	0.15150175	0.112867	0.2511816625	0.30801895	0.0	0.1565677875	0.3310332125	0.243549025	0.347265	0.338738975	0.1843209125	0.1267764625	0.31895915	0.24847035	0.21918585	0.1317322125	0.1001489625	0.31296225	0.305698575	0.3152955875	0.2506274375	0.377071325	0.2902796125	0.3078058375	0.3083769625	0.2836076125	0.278434725	0.3596231375	0.2300058125	0.3309121375	0.136251575	0.0939665125	0.1641573125	0.2342771	0.208365125	0.1722055	0.1048492375	0.31360605	0.250853375	0.199842625	0.3298470375	0.3491758875	0.18839	0.2726901	0.1294894375	0.12311485	0.20091845	0.3700166125	0.3077955875	0.0920459625	0.345095125	0.3568742375	0.2839351625	0.3277658875	0.3384078	0.297746525	0.37055695	0.357442975	0.367157875	0.359619975	0.34723845	0.3414689125	0.3321074125	0.2307645	0.3509836125	0.350073925	0.3507383625	0.2178960125
SRR521173	0.1881020625	0.2212379875	0.2549853125	0.2119790125	0.10398585	0.2816358375	0.1963587	0.142257425	0.0791431625	0.2339246625	0.1459888875	0.14707425	0.2470281875	0.214726625	0.2764015875	0.1264167	0.1208708125	0.2090337	0.11665435	0.1538622375	0.139927275	0.1584943	0.1071563625	0.3904706625	0.1847606875	0.1313137875	0.1152164375	0.159959275	0.4099216375	0.1565677875	0.0	0.42522855	0.1860698875	0.4278542375	0.4343753875	0.100539925	0.1189576	0.4194661125	0.3231358875	0.1473552875	0.10712365	0.171051775	0.4106717875	0.4026598875	0.4120195	0.217385575	0.4776451375	0.389360725	0.401447075	0.3997944	0.372143875	0.3204917125	0.44056055	0.32309845	0.4262949	0.1479030625	0.138071575	0.262632175	0.1513860875	0.1191650375	0.2508057875	0.1476522	0.3042267125	0.3458721875	0.2754528625	0.419142125	0.450487075	0.2642089375	0.3727081875	0.20606175	0.1847462625	0.2306079375	0.4564976	0.4073242	0.1615541	0.4290470625	0.448426725	0.3699153	0.428170725	0.4375941625	0.4035815875	0.4559279125	0.4458504625	0.4553320375	0.4465708625	0.4331300125	0.437925525	0.428015575	0.3107253125	0.44435685	0.4410550625	0.436660075	0.303042175
SRR521232	0.5408934875	0.2638443375	0.2476901625	0.2702818375	0.424918825	0.6292672875	0.30016725	0.3525248	0.4518675875	0.2593381625	0.3297772625	0.380846875	0.5751610625	0.336915825	0.3133955625	0.384631475	0.3889981625	0.28998275	0.41271835	0.3330855375	0.46282395	0.4658759	0.4166705125	0.1925002375	0.3381690125	0.4202891375	0.3740650125	0.523027475	0.1119574125	0.3310332125	0.42522855	0.0	0.5182814875	0.1148514375	0.1050224375	0.448822075	0.391106975	0.0858640875	0.2142208125	0.5066128125	0.4048615	0.3208943	0.0981939625	0.0795551125	0.12377215	0.4739563	0.1458343125	0.1272658	0.0864862	0.1107905	0.0972873	0.3266309625	0.122636475	0.2137487	0.08733835	0.3995725875	0.35663145	0.268126775	0.5007398375	0.4843345625	0.2379741125	0.363404525	0.3779733125	0.1476752375	0.2070225625	0.094982625	0.122580975	0.2728086375	0.2133221125	0.297906925	0.2911456625	0.3701062875	0.154892525	0.156274275	0.331843025	0.1084500375	0.1175815	0.1329576	0.087273125	0.1049893625	0.1117169125	0.1123070875	0.1139253125	0.1546364375	0.1338180875	0.1110851875	0.08561675	0.13247275	0.2219978375	0.10113845	0.1215578625	0.11261095	0.2105134
SRR521220	0.161889725	0.320745925	0.355701225	0.316352025	0.2048271125	0.2639248	0.2980223625	0.2544921375	0.17328205	0.3256965	0.2460777	0.2023278375	0.125135675	0.2152508125	0.34256	0.2271914625	0.2154555	0.3071865625	0.1955422875	0.2614536	0.1498229875	0.1642708875	0.18089175	0.4693406	0.238755275	0.179484	0.21927655	0.1533430625	0.4903502	0.243549025	0.1860698875	0.5182814875	0.0	0.52080905	0.523294775	0.1778206875	0.2200536625	0.508226425	0.425354725	0.13545695	0.2024145125	0.2870911125	0.4894678	0.4923531	0.5037175875	0.2436034375	0.541256225	0.4674362125	0.4872186875	0.4961874875	0.4675076375	0.4097863	0.5415091125	0.4116157625	0.5146875875	0.168750075	0.2363992125	0.2985208375	0.1346539	0.138704075	0.362997375	0.2543500125	0.38469	0.4217385	0.3879954	0.5122578125	0.5266696125	0.358276425	0.4449394	0.3077786625	0.31642625	0.2986449	0.5510886375	0.4732958375	0.2609664125	0.531823975	0.5413446875	0.4672235875	0.5119744875	0.5187691	0.48308665	0.548954575	0.534594725	0.548497625	0.543671075	0.531676575	0.5266074625	0.5139377625	0.416485075	0.5383104375	0.5294987	0.5339265375	0.3965895375
SRR521259	0.5598877	0.2733035	0.248060375	0.283657525	0.4352083375	0.64925215	0.3114654125	0.3597154875	0.46085915	0.26967685	0.370078275	0.3923188875	0.58199455	0.3394463625	0.348065075	0.3801588875	0.3814803	0.2888230375	0.4094874875	0.3357917	0.4925118625	0.4983941125	0.44429645	0.245313575	0.3486636	0.42733655	0.38404985	0.5354680625	0.155398375	0.347265	0.4278542375	0.1148514375	0.52080905	0.0	0.052131875	0.4543062375	0.3952182375	0.1061777	0.2276935	0.510671375	0.4024668125	0.3250564625	0.1456999	0.120088625	0.1666434625	0.5166310875	0.0959958	0.1464481625	0.0968072375	0.1577581375	0.1050653375	0.389529775	0.0961459125	0.2624663375	0.0807682125	0.399213375	0.3583819375	0.2682445125	0.5121987	0.48318295	0.25308185	0.3693182375	0.437158625	0.179953525	0.21822465	0.1063744625	0.0837926125	0.28515745	0.249266575	0.2967653125	0.301162375	0.4058571	0.0928358375	0.1854685375	0.3454058375	0.056510025	0.0614331375	0.1799427375	0.1075512125	0.08904	0.149543325	0.061292375	0.062296	0.06826975	0.063814525	0.063708375	0.0873147375	0.0583215625	0.277729	0.0722843625	0.052259975	0.0669260375	0.2318113375
SRR521244	0.56131695	0.261785375	0.24320135	0.270706525	0.4233032875	0.654093625	0.2944455625	0.3560629125	0.469552125	0.260588925	0.3609077	0.3816826375	0.585409575	0.3393580375	0.352197025	0.3760613125	0.38145655	0.2801958375	0.4084427625	0.325681	0.4885189625	0.4942828375	0.4394184	0.248536625	0.33748745	0.420036575	0.371507025	0.5363281125	0.1538305	0.338738975	0.4343753875	0.1050224375	0.523294775	0.052131875	0.0	0.4490933125	0.3812474875	0.106092425	0.214119875	0.504486325	0.3965827625	0.3224676125	0.144488875	0.1117463	0.1665687375	0.5114234125	0.1050731	0.1545188125	0.0963618875	0.1558007375	0.1076035875	0.38558925	0.1043752375	0.2633434875	0.0616242625	0.4040358	0.3555425625	0.2619748625	0.51473135	0.487329675	0.234854925	0.3581545875	0.432274525	0.18179655	0.202175075	0.1060267625	0.0818706125	0.2719762	0.2496425	0.2921148875	0.286881575	0.40936705	0.0805557625	0.1859090625	0.3489989125	0.061848625	0.0690737125	0.1808062625	0.1074193875	0.08700455	0.1507061	0.0581057	0.05754515	0.07801805	0.07194875	0.052110425	0.0767091375	0.0543333125	0.276487075	0.0647341875	0.0606537	0.0802036375	0.2468339875
SRR521176	0.1861834875	0.2465348125	0.2718952375	0.2329849875	0.1306537	0.2716407875	0.203108125	0.16629225	0.1017768125	0.2665476875	0.1704976875	0.167230525	0.2370276125	0.24328965	0.3084923875	0.13560935	0.1271409125	0.21898445	0.133332975	0.1837404375	0.133643825	0.139273575	0.1017841125	0.4118923125	0.2048453625	0.1533421375	0.1372266125	0.147846525	0.4365259625	0.1843209125	0.100539925	0.448822075	0.1778206875	0.4543062375	0.4490933125	0.0	0.106866525	0.4515249625	0.3418742625	0.1255917625	0.11596015	0.196284175	0.4354357125	0.4326225375	0.437365975	0.220669275	0.5081322375	0.420189925	0.42194565	0.426205175	0.39593925	0.3448132125	0.471759175	0.349365675	0.440075375	0.1797904625	0.14543415	0.28987975	0.1468709375	0.1088759625	0.2719032625	0.14447655	0.3169301625	0.3727670875	0.3104632875	0.449238175	0.474644975	0.2841626875	0.3993265875	0.2163903	0.2227163375	0.2572896625	0.4766644	0.435099825	0.194735475	0.4662629125	0.481202225	0.406092275	0.456637425	0.4650961375	0.4278058125	0.4830077375	0.4719408125	0.4716411875	0.4774733875	0.4538192125	0.459028225	0.449119925	0.3442148375	0.468278	0.4697691875	0.471574775	0.33803395
SRR521195	0.2435918375	0.1886822875	0.2105278875	0.1818310625	0.108438325	0.3351266875	0.141745075	0.120073825	0.1549001875	0.2115474125	0.1285835625	0.11077225	0.2848079125	0.1871537	0.2417024625	0.079355175	0.0778068125	0.159995675	0.08884285	0.1289769875	0.191178175	0.1954259	0.1471006625	0.3507596875	0.1441471625	0.1261633625	0.0884325875	0.205669325	0.3713447375	0.1267764625	0.1189576	0.391106975	0.2200536625	0.3952182375	0.3812474875	0.106866525	0.0	0.3877427875	0.2815280625	0.1768873625	0.0626251	0.147136	0.3704969125	0.3705134875	0.381689625	0.22975265	0.4417102625	0.35512085	0.36616075	0.369424475	0.34084315	0.2965361125	0.412717975	0.2849335	0.3795766	0.1275515625	0.0961333	0.2296012	0.1998671125	0.1632512125	0.2108388125	0.086666275	0.3068465125	0.3091702125	0.2473194875	0.386793275	0.409759175	0.2223175125	0.3339474125	0.16170865	0.1692163625	0.1971113125	0.40345055	0.3665404	0.1498002	0.4066352875	0.416793475	0.342389075	0.394996425	0.4004565125	0.3631901125	0.4180750125	0.4098014875	0.3978120875	0.4102862875	0.3955102375	0.3979821	0.380132625	0.2893727125	0.404880425	0.4045225625	0.4144068	0.2737927
SRR521209	0.532708475	0.253324125	0.247544775	0.2683994	0.4221995375	0.633036125	0.2998728625	0.3531814125	0.443162575	0.2478228	0.3406738	0.3766074125	0.566089525	0.3223279125	0.2959117	0.3762879375	0.382061075	0.2848828375	0.4002728375	0.3291862	0.4681047125	0.4721382125	0.42248225	0.1840746	0.33057565	0.40163705	0.372536175	0.5247118625	0.09950865	0.31895915	0.4194661125	0.0858640875	0.508226425	0.1061777	0.106092425	0.4515249625	0.3877427875	0.0	0.223109525	0.493195	0.3991861375	0.3160280375	0.123598	0.069904225	0.1017892875	0.4538339875	0.1179447	0.0951673625	0.0697062125	0.1034016875	0.0866027625	0.3228067	0.1062935375	0.2196985875	0.1015985875	0.3892979	0.3504205625	0.2495109875	0.494257575	0.4818882	0.24047105	0.3630227375	0.38120745	0.144289925	0.204388375	0.0795149375	0.0721672625	0.275236875	0.1884564	0.2991529625	0.2933644	0.349673825	0.1527760875	0.1259202625	0.3314371125	0.088495325	0.0934567375	0.1369002375	0.0472031375	0.06372925	0.09795735	0.10326455	0.106287125	0.144199825	0.114181625	0.111989125	0.0864772625	0.1079836875	0.23159035	0.0899551875	0.10629155	0.0833093875	0.1960703375
SRR521192	0.455163375	0.157491525	0.132854425	0.171834725	0.2788629625	0.5207702	0.1875959375	0.2347946125	0.355665525	0.16593875	0.271771525	0.2721093125	0.49277405	0.2542910625	0.31110005	0.2603132875	0.2671478	0.1628256625	0.2971870875	0.2143859	0.3868122375	0.3964825375	0.337681525	0.2606784	0.22603765	0.30920755	0.26605315	0.4290751875	0.20849635	0.24847035	0.3231358875	0.2142208125	0.425354725	0.2276935	0.214119875	0.3418742625	0.2815280625	0.223109525	0.0	0.388377875	0.2892575125	0.2033967875	0.190357075	0.2064987	0.2200231375	0.4359797875	0.27813045	0.1910141375	0.2074712125	0.2027011625	0.1733074875	0.360685975	0.2340693625	0.2222823125	0.2005574125	0.310503025	0.2664658875	0.1765573875	0.413044475	0.372661425	0.1230853	0.2520664125	0.400204525	0.14779695	0.102975925	0.2239604875	0.2489614625	0.105085775	0.240091425	0.1667125875	0.168162	0.364110775	0.2082223375	0.2075855375	0.2360175125	0.22798185	0.2493496375	0.1904033375	0.2261781625	0.2392027	0.195931625	0.2543101	0.226786375	0.219779775	0.232721375	0.22556175	0.2417382875	0.2162774375	0.2191551	0.2454866875	0.2316605	0.2387801875	0.2032513375
SRR521189	0.135836025	0.2944778	0.3238985	0.284296925	0.1712048875	0.21610015	0.2619737875	0.2254679125	0.138682825	0.3022131	0.219742775	0.1984161875	0.1810961	0.2677552375	0.343622925	0.1859508625	0.182132925	0.2809278625	0.1831326375	0.225362925	0.1196394125	0.1196627375	0.145555875	0.4564662	0.238419475	0.183475575	0.1876208	0.1131671375	0.47617095	0.21918585	0.1473552875	0.5066128125	0.13545695	0.510671375	0.504486325	0.1255917625	0.1768873625	0.493195	0.388377875	0.0	0.1661282125	0.2525408375	0.480918625	0.4779446	0.4857613875	0.2055705625	0.55009415	0.4579151875	0.4707778125	0.4706921125	0.4500083625	0.390887075	0.5187690625	0.3933659375	0.4963584625	0.216764125	0.2050304125	0.3128910875	0.10805775	0.1060886	0.323249425	0.2120308125	0.362610825	0.412452	0.355231275	0.4973382875	0.5194655125	0.323102225	0.435763225	0.2734024125	0.273245075	0.292211825	0.5316738125	0.4738463375	0.2406257125	0.514204525	0.5335007875	0.4476433125	0.5014391125	0.509432675	0.4685171	0.539863475	0.524076225	0.52528195	0.530095125	0.51370245	0.5172797375	0.4938057375	0.38623185	0.5253883625	0.51972465	0.5151387375	0.3799265625
SRR521175	0.2333910625	0.1939803375	0.2168610125	0.1837306375	0.102707325	0.3263203625	0.152732525	0.121716625	0.1429248125	0.2084507625	0.1298287875	0.110794875	0.2658362125	0.176501175	0.2542210375	0.0831467	0.0786615875	0.171811125	0.086210825	0.1298428125	0.178809225	0.192011675	0.1343576375	0.3646401375	0.1459563625	0.1153798375	0.0832441125	0.200111075	0.3860165125	0.1317322125	0.10712365	0.4048615	0.2024145125	0.4024668125	0.3965827625	0.11596015	0.0626251	0.3991861375	0.2892575125	0.1661282125	0.0	0.150009825	0.3844590125	0.3835022125	0.397997075	0.2437146	0.4510151625	0.36660935	0.3827438	0.383283	0.352703075	0.3088433875	0.426117825	0.3006775	0.3963834	0.1255736625	0.10259195	0.223499	0.1970421375	0.1499323875	0.2227823875	0.10120815	0.3217365875	0.3202784875	0.2544072125	0.40098175	0.423747275	0.2241850125	0.3481222375	0.17182955	0.1744572625	0.2099879375	0.4206421	0.380751775	0.149104425	0.4175924625	0.427785825	0.356036525	0.408834325	0.4148658625	0.3754209125	0.4293067125	0.4213033875	0.4150002125	0.4238462125	0.4083056375	0.41054055	0.38956185	0.3000439375	0.4180991	0.4143735625	0.4257552	0.286621
SRR521200	0.3090317875	0.1114588375	0.1226322875	0.1041408875	0.174804325	0.3939999375	0.0662402	0.0814143	0.2040616125	0.1277830875	0.1378438375	0.1539502	0.3509903875	0.134078425	0.2203791625	0.12084665	0.1319777625	0.094638425	0.152224175	0.0942619625	0.250390475	0.2592636	0.2047250125	0.2893441625	0.1120550875	0.1891501375	0.1195544375	0.282087625	0.2996498875	0.1001489625	0.171051775	0.3208943	0.2870911125	0.3250564625	0.3224676125	0.196284175	0.147136	0.3160280375	0.2033967875	0.2525408375	0.150009825	0.0	0.3026150125	0.3028310125	0.309404875	0.292207775	0.3702886125	0.280411325	0.299176525	0.2964366	0.2642393	0.3041362375	0.33393095	0.217441425	0.306182275	0.1763573875	0.12369925	0.161094725	0.2661912125	0.2267165125	0.1380406125	0.122133425	0.3425567625	0.2427606875	0.1682411625	0.317618675	0.340244875	0.1568162625	0.2692172625	0.09416295	0.0849701375	0.2319735625	0.33466135	0.303013025	0.1045765	0.3260095125	0.34268995	0.2739829	0.3213148	0.3326074875	0.2962406125	0.3492183625	0.3335235375	0.3375159625	0.3393874875	0.3198874625	0.330010475	0.315152875	0.2109343625	0.3362325	0.3285719625	0.335396925	0.211919975
SRR521251	0.525982	0.2394922	0.231319875	0.255215825	0.3978523375	0.61619935	0.2840087625	0.3358473125	0.435904825	0.243363575	0.3194569	0.3520988125	0.5502947	0.3027702125	0.30557705	0.3568648875	0.363928325	0.2644250125	0.3868140625	0.310314325	0.4535084625	0.4538586875	0.4022009	0.218870825	0.303501275	0.38672985	0.35502815	0.5108787625	0.117585575	0.31296225	0.4106717875	0.0981939625	0.4894678	0.1456999	0.144488875	0.4354357125	0.3704969125	0.123598	0.190357075	0.480918625	0.3844590125	0.3026150125	0.0	0.118257575	0.1550370125	0.4700063125	0.1720084	0.1218162625	0.1185723875	0.1283734125	0.1171987125	0.350745775	0.1540316125	0.2143527625	0.1212620375	0.365993175	0.3382281875	0.2254105625	0.4841209	0.4657636	0.223275975	0.3477980125	0.388315	0.104425675	0.18696035	0.1259113125	0.1549639375	0.24923645	0.187238	0.2773646875	0.272121325	0.361391875	0.1725936125	0.1448468875	0.3176179625	0.145087175	0.1598407375	0.1423838875	0.1347428625	0.1478815	0.079916225	0.15907245	0.14249935	0.174220975	0.1629961	0.14690865	0.1417160375	0.1567248125	0.216865025	0.1520780625	0.154817525	0.1513986875	0.2148624125
