Taxon	EM035.441593	EM056.T3.441716	EM044.441601	EM110.441723	EM091.441686	EM139.441611	EM076.441622	EM084.441599	EM089.441742	EM053.441738	EM071.441747	EM049.441600	EM054.441707	EM042.441674	EM173.441754	EM167.441702	EM132.441696	EM063.T3.441695	EM117.441609	EM105.441629	EM055.441603	EM116.441657	EM072.T3.441632	EM031.441732	EM131.441591	EM147.441617	EM133.441663	EM150.441648	EM032.441683	EM142.441711	EM054.T3.441749	EM114.441710	EM083.T3.441744	EM158.441731	EM064.441592	EM100.441714	EM109.441669	EMC06.441610	EM088.441638	EM134.441735	EM101.441623	EM124.441697	EM140.441608	EM058.441637	EM070.441682	EM100.T3.441627	EM060.T3.441729	EM046.441741	EM059.441715	EM052.441625	EM103.441691	EM178.441705	EM222.441725	EM056.441606	EM160.441703	EM108.441694	EM057.T3.441589	EM092.441616	EM086.T3.441746	EM086.441698	EM038.441649	EM039.441743	EM159.441719	EM074.441596	EM037.441737	EM067.441615	EMC01.441661	EM049.T3.441671	EM122.441699	EM083.441666	EM047.T3.441645	EM152.441730	EM060.441677	EM162.441728	EM061.441673	EM118.441693	EM155.441678	EM146.441718	EM098.T3.441740	EM093.441602	EMC04.441704	EM170.441651	EM093.T3.441670	EM179.441612	EM137.441680	EM036.441587	EM040.441709	EM090.441664	EMC09.441635	EM123.441687	EM141.441684	EM149.441655	EM112.441630	EMC05.441628	EMC08.441752	EM043.441739	EM102.441633	EM113.441619	EM095.441717	EMC02.441750	EM050.441672	EM125.441659	EM072.441643	EM209.441665	EM180.441692	EM096.441706	EM098.441733	EM055.T3.441626	EM095.T3.441590	EM090.T3.441662	EM169.441653	EM166.441748	EM163.441642	EM057.441605	EM094.T3.441588	EM089.T3.441624	EM077.T3.441639	EM165.441597	EM168.441668	EM053.T3.441688	EM047.441722	EM174.441652	EM182.441681	EM063.441621	EM085.441675	EM136.441650	EM138.441753	EM126.441679	EM071.T3.441734	EM069.441700	EM082.T3.441751	EM111.441634	EM073.T3.441721	EM135.441660	EM065.T3.441614	EM094.441640	EM183.441654	EM145.441690	EM144.441736	EM080.441727	EM151.441595	EM148.441631	EM034.441676	EM033.441685	EM156.441613	EM081.441618	EM066.441656	EM073.441594	EM129.441689	EM130.441701	EM082.441607	EM062.441720	EM078.441658	EM107.441620	EM066.T3.441647	EM087.441726	EMC03.441713	EM077.441646	EM068.441712	EM075.441644	EM065.441667	EM115.441641	EM079.441724	EMC07.441636	EM059.T3.441604	EM099.441708	EM106.441745	EM161.441598
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__	0.0	0.0	0.000290567134216	7.35672772751e-05	0.000179008294051	7.71604938272e-05	7.77544514423e-05	0.0	0.000113882245758	0.0	0.0001013838901	9.40645282664e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000171976439228	0.0	0.0	5.47645125958e-05	0.0	0.0	6.11583389395e-05	0.000540702913788	0.000348583877996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000320230566008	0.000282765446062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113160574856	0.0	0.000125046892585	0.000114070609707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.97705277861e-05	0.0	0.0	0.0	0.000419885791065	7.49400479616e-05	0.0	0.0	0.0	0.0	9.20640765973e-05	0.0	4.39386616284e-05	0.0	0.0	7.01951424961e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00100853374709	0.0	0.0011641443539	0.0	0.0	0.0	0.0	0.000465636058856	0.0	4.35767822904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155219247187	0.0	0.000111377178816	0.0	9.41353666573e-05	0.0	0.0	0.0	8.76270592359e-05	0.0	0.0	0.000194149624644	0.0	0.0	0.0	0.000207598090098	0.0	0.0	0.0	0.0	0.0	7.05019740553e-05	0.0	0.0	4.88424343069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058764271323	0.000141904356464	0.0	0.0	0.0	0.0	0.0	0.0	8.608815427e-05	0.0	0.0	0.0	0.0	0.0	0.00621276595745	0.0	0.0	0.0	0.0	0.0	9.56937799043e-05	9.64227171922e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacter;s__	0.0	0.0	0.0	0.0	0.0	7.71604938272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__	0.0	0.000435540069686	0.0	0.00139777826823	0.0	0.00100308641975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000210371305354	0.0	0.0	0.0	0.0	0.0	0.00137256072089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11583389395e-05	0.00102132772604	0.0	0.0	0.000332907950952	0.0	0.00413302575932	0.000653295877703	0.0	0.0	0.0	0.000918987699703	0.0	0.000225593593142	0.0	0.000107463328139	0.000193224268968	0.0013257972228	0.0	0.00188262788886	0.000169740862284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000921470256988	0.00631170092248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000671817265704	0.0	0.0	0.0	0.00276985059594	0.0	0.0	0.0	0.00118634386397	0.0	0.000618276245827	0.00119331742243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106713232441	0.00330591840026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00120088064581	0.000139495954617	0.0	0.0	0.0	0.000391312854627	0.0	0.0	0.0	0.0	0.0	0.000283728188396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152098058513	0.0	0.0	0.00101214574899	0.0	0.0	0.0	0.0	0.0	0.0	0.000606270569894	0.0	0.0	0.0	0.0	9.06741623974e-05	0.0	0.0	9.52018278751e-05	0.0	0.0	0.0	0.000645661157025	0.00215053763441	0.0	0.0	0.00207690481842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64227171922e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__	0.0	0.0	0.00063396465647	0.0	0.0	0.0	0.0	5.51328702172e-05	0.0	0.0	0.0	0.000188129056533	0.0	0.0	0.0	0.0	0.0	5.44276928101e-05	0.0	0.0	5.96765530823e-05	0.0	0.000166112956811	0.00244121803932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122316677879	0.0	8.71459694989e-05	0.000259650337545	0.0	0.0	0.0	0.0	0.0	0.000987683011852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159846547315	0.0	0.000339481724567	0.000329207268896	0.0	0.0	0.0	0.000566973777463	0.0	0.000183273260431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000357193884841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000361454492879	0.0	0.0	0.00044746066075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000353481795688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000211505922166	0.000956304251876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000470826844374	0.0	0.0	0.0	0.0	0.00175661169123	0.0	0.0	0.0	0.000209892954593	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	0.000851788756388	0.0	0.0055207755501	0.00125064371368	0.00274479384211	0.00393518518519	0.000233263354327	0.0	0.00170823368637	0.0	0.000760379175749	0.000282193584799	0.000106292517007	5.01127536958e-05	0.00126222783212	0.0	0.000208029956314	0.0227507755946	0.0	0.0472697636512	0.00346124007877	0.00224085306958	0.000996677740864	0.00147757933959	0.000569054799977	0.000477691793255	0.00194566048225	0.000541052346815	0.000386946988263	8.03987779386e-05	5.76601510696e-05	0.000985761226725	0.00241870464929	0.00126873364523	0.0	0.00180234304596	0.000435729847495	0.00328890427558	0.0	0.00062917813606	0.0016339869281	0.00117593257987	7.70831727434e-05	0.000697188008366	0.00140100872628	0.0118761487346	0.00572985815107	0.000902374372568	0.0010075865339	0.000429853312557	0.0	0.00495429488521	0.00431585677749	0.000194754609192	0.000678963449134	0.0	0.00118794547955	0.00273769463298	0.000460546515198	7.08717221828e-05	0.000168539325843	0.00171055043069	0.00163816934576	0.0305065544587	0.0	0.0	0.00811411001025	4.9885263893e-05	0.0	0.0068740533613	0.000369480879364	0.000923748740343	0.00127398081535	0.00449493298464	0.00264709421249	0.00394493872755	0.00175438596491	0.00101270484257	0.0	0.00026363196977	0.00268901256957	0.000865586744157	0.000421170854977	5.54569653949e-05	0.000498545907769	0.0	0.000396458305802	0.000128799587841	0.00114302043149	0.000603646021973	0.0	0.00702343690358	0.000913003782444	0.00256012412723	0.000854052002277	0.00242530073729	0.00499919367844	0.0053596851185	0.00664581704457	0.00229533282326	0.0	0.00498807200173	0.000871535645808	0.0	0.00104748603352	0.0	0.0	0.00647141236907	0.00130196224309	0.00260197443943	0.00125361620058	0.000368188512518	0.000652188091045	0.000853705859527	0.000777659950513	0.00785209110653	0.000565131393049	0.000564812199944	0.0104979429706	0.000389130293793	0.000170881749829	4.38135296179e-05	0.0	0.00149847271051	6.4716541548e-05	0.000686132499809	8.94694461841e-05	0.0	0.000415196180195	0.00123706702654	5.70515746235e-05	0.00330474466913	0.000512370077587	0.000135226504395	0.00465313028765	0.000514933058702	0.000346440325654	0.00102569112045	0.00303342838076	0.0	0.000180880889934	0.000498707893186	0.000226821661469	8.10110174984e-05	0.0136138613861	0.000293821356615	7.09521782319e-05	0.000244244977713	0.00335743801653	0.000561009817672	0.000562640660165	0.00362174495672	0.00166152385474	0.0	0.000870700914236	0.00389863547758	0.00956377476335	0.00351864883885	0.001489774728	0.0268085106383	0.00272860840971	0.00179227529349	0.00451754076375	0.00328235211956	0.0	9.56937799043e-05	0.000385690868769	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__metallolevans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44276928101e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__ruminantium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63417054737e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001395576024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__difficile	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44276928101e-05	0.0	0.0	0.0	0.0	0.0	6.4242579982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97788012002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03646021973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70515746235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__sordellii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94878743659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	0.0775127768313	0.173054587689	0.0995324510659	0.0801883322298	0.139268452772	0.0446759259259	0.0173392426716	0.0490131216231	0.0781232205899	0.0283765347885	0.156435342424	0.0638698146929	0.0348107993197	0.0724630418441	0.0574313663616	0.0667059516794	0.0239234449761	0.217819626626	0.0701539538139	0.0306438467808	0.123590141433	0.493026310706	0.116860465116	0.0525504304253	0.0467193990781	0.000573230151906	0.0967271211174	0.0791289057216	0.140633733179	0.159430776652	0.0456091794961	0.0399233296824	0.0811609782317	0.19776385695	0.214604611339	0.216701712226	0.234335511983	0.151462696902	0.0879986683682	0.101926858042	0.104094579008	0.0814659959496	0.0283666075696	0.151986985824	0.0596829717397	0.133677364626	0.148487177695	0.0891094692911	0.0730203888099	0.102036430068	0.237601442741	0.0533807829181	0.0974264705882	0.0834198909374	0.0746859794048	0.280813800369	0.770476428661	0.107340443735	0.102164568621	0.0729270021262	0.149662921348	0.0724540289572	0.144568444763	0.185062307817	0.123686580606	0.0697211155378	0.0832763922105	0.0524792976155	0.0525252525253	0.0748572760107	0.0105302050619	0.0483708431307	0.0589778177458	0.092432167375	0.0269121244936	0.110710088971	0.0369005847953	0.0508193702817	0.0831951553601	0.0989498659871	0.0962416359202	0.0865586744157	0.0659132388039	0.0282830523514	0.0354798504362	0.0945817790984	0.0377956918197	0.126545595054	0.143091870267	0.0194374019075	0.0855158350857	0.172303229254	0.00873875048911	0.124903025601	0.102676029607	0.0832363213038	0.0976455410418	0.219747089858	0.356137607506	0.166794185157	0.0591357794748	0.188534663486	0.114476207077	0.0244343237186	0.137453445065	0.0932203389831	0.0574241181296	0.140102742011	0.0720264112341	0.072931812964	0.141369334619	0.0470054000982	0.224026609274	0.0974000776096	0.0658890067162	0.0968424569806	0.159988697372	0.101760331356	0.121861256916	0.00693949023932	0.0041011619959	0.0340431125131	0.0539134368873	0.195089620195	0.0605746828889	0.0737211252573	0.0873221794757	0.0134007809727	0.041035222476	0.0303643724696	0.00918530351438	0.0540561806594	0.04157517201	0.0334009465855	0.152566271856	0.145137560689	0.130954443097	0.0930448373547	0.112722198629	0.270055480582	0.065840643936	0.0670535430929	0.0133257726113	0.0466623460791	0.119002284844	0.213692075218	0.0600964949624	0.0392623801673	0.110020661157	0.0265544647031	0.00237559389847	0.0963384158488	0.0854497982435	0.64798553719	0.118850674793	0.12865497076	0.161315506978	0.129988941389	0.0778745880547	0.184170212766	0.0910935422934	0.0581593332736	0.0964212606762	0.172847265871	0.0930697638643	0.168038277512	0.100472471314	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__	0.000212947189097	0.000145180023229	0.0	0.000220701831825	0.000179008294051	0.0033950617284	7.77544514423e-05	0.000110265740434	0.0	0.0	0.0	0.0	0.0	0.0	0.000736299568739	0.00153211549794	0.0	0.00016328307843	8.74737578726e-05	8.1499592502e-05	0.000119353106165	0.00258857164935	0.000332225913621	0.00192727739946	0.000398338359984	0.000191076717302	0.000972830241123	0.0019613147572	4.2994109807e-05	0.00056279144557	5.76601510696e-05	0.000219058050383	0.0	0.00333042581873	6.11583389395e-05	0.0	0.000174291938998	8.65501125151e-05	0.0	0.000157294534015	0.0	6.53295877703e-05	7.70831727434e-05	0.0	0.0	0.0	0.000139752637831	5.63983982855e-05	0.000118539592224	0.0	0.000128816179312	0.00390761286721	7.99232736573e-05	0.0	0.000113160574856	0.000131682907559	0.000250093785169	0.0	7.6757752533e-05	0.0	0.000168539325843	0.0	0.000716699088768	0.0	0.0	0.000189717321191	0.0	9.97705277861e-05	0.00732323232323	5.82546895025e-05	0.0	0.00125965737319	0.0	8.17260542661e-05	0.000120322464204	0.000251804599631	0.00116959064327	0.000184128153195	0.000504649989186	0.0	6.25351760365e-05	0.000123655249165	0.0	0.0	8.30909846282e-05	6.32231143706e-05	0.0	0.000321998969603	0.000142877553936	0.00175057346372	0.0	0.000152683410947	0.000847789226555	7.7579519007e-05	0.000189789333839	9.70120294917e-05	0.000241896468312	0.00025123523993	0.0	0.000127518490181	0.00121065375303	0.0	0.000522921387485	0.0	0.00232774674115	0.0	0.000596614214334	0.0	0.0	0.0	0.00221793635487	0.000245459008346	0.00123915737299	0.00023282887078	0.000212089077413	0.0	0.000282565696524	0.00517744516615	0.00127677684778	0.0	0.0	0.0194093936208	0.00173427838938	5.76335657887e-05	0.0	0.00022871083327	8.94694461841e-05	0.00070997515087	0.0	0.00404858299595	0.0	0.000236053190652	7.31957253696e-05	0.000135226504395	0.0	0.0	0.00233847219816	0.000488424343069	6.06685676151e-05	7.49737591843e-05	0.000361761779868	0.000181348324795	5.67054153672e-05	0.0	0.00371287128713	0.000839489590329	0.0	0.000183183733284	0.0	0.0	0.0	3.62174495672e-05	0.000415380963684	0.0	0.0	0.000162443144899	0.0	0.000100532823967	0.000496591576001	0.000170212765957	6.99643181977e-05	0.00062729635272	7.05865744335e-05	0.000209511837419	0.00446119529267	0.000956937799043	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__pullicaecorum	0.0	0.0	0.0	0.0	0.0	0.0	0.000855298965866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000525928263385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69054799977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54116843184e-05	0.0	0.0010101010101	0.0	0.0	0.000335908632852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175254118472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027045300879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum	0.0	7.25900116144e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44276928101e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.69054799977e-05	0.0	0.0	0.0	0.0	0.0	5.76601510696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010238558411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2092855598e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.70120294917e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.35767822904e-05	0.0	0.000116387337058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76270592359e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88424343069e-05	0.0	0.000149947518369	0.0	9.06741623974e-05	0.0	0.0	0.0	4.19744795165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51063829787e-05	0.0	0.0	0.0	0.0	0.000538420121529	0.0	0.0	0.0
